"","year","species","pct.freq","Common.Name","Common.Name.Alt","Family","Scientific.Name","Life.Form"
"1351","2010","SPPO",0,"big duckweed","duckweed, big","Lemnaceae","Spirodela polyrrhiza (L.) Schleid.","N"
"1352","2010","ST?AC",0,"hedge nettle","nettle, hedge","Lamiaceae","Stachys spp.","E"
"1353","2010","ST?UC",0,"pondweed","pondweed","Potamogetonaceae","Stuckenia spp.","S"
"1354","2010","TYAN",0.22,"narrowleaf cattail","cattail, narrowleaf","Typhaceae","Typha angustifolia L.","E"
"1355","2010","TYLA",0,"common cattail","cattail, common","Typhaceae","Typha latifolia L.","E"
"1356","2010","UNK1",0,NA,NA,NA,NA,NA
"1357","2010","UNKN01",0,NA,NA,NA,NA,NA
"1358","2010","URDI",0,"stinging nettle","nettle, stinging","Urticaceae","Urtica dioica L.","E"
"1359","2010","UTMA",2.44,"common bladderwort","bladderwort, common","Lentibulariaceae","Utricularia macrorhiza Le Conte","S"
"1360","2010","VAAM3",38.67,"wildcelery","wildcelery","Hydrocharitaceae","Vallisneria americana Michx.","S"
"1361","2010","WOCO",0,"Columbian watermeal","watermeal, Columbian","Lemnaceae","Wolffia columbiana Karst.","N"
"1362","2010","XAST",0,"rough cocklebur","cocklebur, rough","Asteraceae","Xanthium strumarium L.","E"
"1363","2010","ZAPA",0.89,"horned pondweed","pondweed, horned","Zannichelliaceae","Zannichellia palustris L.","S"
"1364","2010","ZI?ZA",6.22,"wild rice","rice, wild","Poaceae","Zizania spp.","E"
"1365","2010","ZODU",48.67,"water stargrass","stargrass, water","Pontederiaceae","Heteranthera dubia (Jacq.) MacM.","S"
"1366","2011","ACSA2",0,"silver maple","maple, silver","Aceraceae","Acer saccharinum L.","E"
"1367","2011","ALGA",17.33,"filamentous algae","algae, filamentous","","Filamentous algae","A"
"1368","2011","ALSU",0,"American water plantain","water plantain, American","Alismataceae","Alisma subcordatum","E"
"1369","2011","AM?AR",0,NA,NA,NA,NA,NA
"1370","2011","ASCLE",0,"milkweed","milkweed","Ascleepiadaceae","Asclepias spp.","E"
"1371","2011","ASIN",0,"swamp milkweed","milkweed, swamp","Asclepiadaceae","Asclepias incarnata L.","E"
"1372","2011","AZCA",0,"Carolina mosquitofern","mosquitofern, Carolina","Azollaceae","Azolla caroliniana Willd.","N"
"1373","2011","AZME",0,"Mexican mosquitofern","mosquitofern, Mexican","Azollaceae","Azolla mexicana Schlect. & Cham. ex K. Presl","N"
"1374","2011","BI?DE",0,NA,NA,NA,NA,NA
"1375","2011","buum",0,NA,NA,NA,NA,NA
"1376","2011","BUUM",0,"flowering rush","rush, flowering","Butomaceae","Butomus umbellatus L.","E"
"1377","2011","CA?RE",0,NA,NA,NA,NA,NA
"1378","2011","CEDE4",44,"coontail","coontail","Ceratophyllaceae","Ceratophyllum demersum L.","S"
"1379","2011","CEOC",0,"common hackberry","hackberry, common","Ulmaceae","Celtis occidentalis L.","E"
"1380","2011","CEOC2",0,"common buttonbush","buttonbush, common","Rubiaceae","Cephalanthus occidentalis L.","E"
"1381","2011","CH?AR",0,"chara","chara","Characeae","Chara spp.","S"
"1382","2011","CIBU",0,"bulblet-bearing water hemlock","hemlock, bulblet-bearing water","","Cicuta bulbifera","E"
"1383","2011","CY?PE",0,NA,NA,NA,NA,NA
"1384","2011","CYER2",0,"redroot flatsedge","flatsedge, redroot","Cyperaceae","Cyperus erythrorhizos Muhl.","E"
"1385","2011","CYST",0,"straw-colored flatsedge","flatsedge, straw-colored","Cyperaceae","Cyperus strigosus L.","E"
"1386","2011","DR?EP",0,NA,NA,NA,NA,NA
"1387","2011","EL?EO",0,NA,NA,NA,NA,NA
"1388","2011","ELAC",0,"needle spikerush","spikerush, needle","Cyperaceae","Eleocharis acicularis","E"
"1389","2011","ELCA7",33.56,"Canadian waterweed","waterweed, Canadian","Hydrocharitaceae","Elodea canadensis Michx.","S"
"1390","2011","ELNU2",0,NA,NA,NA,NA,NA
"1391","2011","ELPA3",0,"common spikerush","spikerush, common","Cyperaceae","Eleocharis palustris (L.) Roemer & J.A. Schultes","E"
"1392","2011","EQ?UI",0,NA,NA,NA,NA,NA
"1393","2011","IM?PA",0,"touch-me-not","touch-me-not","Balsaminaceae","Impatiens spp.","E"
"1394","2011","IRVE2",0,NA,NA,NA,NA,NA
"1395","2011","LACA3",0,"Canadian woodnettle","woodnettle, Canadian","","Laportea canadensis (L.) Weddell","E"
"1396","2011","LEMI3",0,"small duckweed","duckweed, small","Lemnaceae","Lemna minor L.","N"
"1397","2011","LEOR",0,"rice cutgrass","cutgrass, rice","Poaceae","Leersia oryzoides(L.) Sw.","E"
"1398","2011","LETR",0,"star duckweed","duckweed, star","Lemnaceae","Lemna trisulca L.","N"
"1399","2011","LEVI2",0,"whitegrass","whitegrass","Poaceae","Leersia virginica","E"
"1400","2011","LYSA2",0,"purple loosestrife","loosestrife, purple","Lythraceae","Lythrum salicaria L.","E"
"1401","2011","MYSI",0.44,"northern watermilfoil","watermilfoil, northern","Haloragaceae","Myriophyllum sibiricum Komarov","S"
"1402","2011","MYSP2",6.22,"Eurasian watermilfoil","watermilfoil, Eurasian","Haloragaceae","Myriophyllum spicatum L.","S"
"1403","2011","NAFL",2.44,"nodding waternymph","waternymph, nodding","Najadaceae","Najas flexilis (Willd.) Rostk. & Schmidt","S"
"1404","2011","NAGU",0,"southern waternymph","waternymph, southern","Najadaceae","Najas guadalupensis (Spreng.) Magnus","S"
"1405","2011","NAMI",0,"brittle waternymph","waternymph, brittle","Najadaceae","Najas minor All.","S"
"1406","2011","NELU",1.78,"American lotus","lotus, American","Nelumbonaceae","Nelumbo lutea Willd.","F"
"1407","2011","NI?TE",0,"nitella","nitella","Characeae","Nitella spp.","S"
"1408","2011","NLPW",48.89,"leafy/small pondweed","pondweed, leafy/small","Potamogetonaceae","Potamogeton foliosus Raf./pusillus L.","S"
"1409","2011","NOAQVG",47.78,NA,NA,NA,NA,NA
"1410","2011","NORAKE",0,NA,NA,NA,NA,NA
"1411","2011","NOSAV",0,NA,NA,NA,NA,NA
"1412","2011","NOSMPL",0.67,NA,NA,NA,NA,NA
"1413","2011","NOTSP",0,NA,NA,NA,NA,NA
"1414","2011","NULU",1.11,"yellow pond lily","pondlily, yellow","Nymphaeaceae","Nuphar variegata Dur.","F"
"1415","2011","NYTU",12.89,"white waterlily","waterlily, white","Nymphaeaceae","Nymphaea odorata Ait. spp  tuberosa (Paine) Wiersma & Hellquist","F"
"1416","2011","PE?RS",0,NA,NA,NA,NA,NA
"1417","2011","PHAR3",1.11,"reed canarygrass","canarygrass, reed","Poaceae","Phalaris aruninaceae L.","E"
"1418","2011","PHAU7",0,"common reed","reed, common","Poaceae","Phragmites australis (Cav.) Trin. ex Steud.","E"
"1419","2011","PHAUA6",0,NA,NA,NA,NA,NA
"1420","2011","PHAUA7",0,NA,NA,NA,NA,NA
"1421","2011","PIPU2",0,"Canadian clearweed","clearweed, Canadian","","Pilea pumila (L.) Gray","E"
"1422","2011","PO?LY",0,NA,NA,NA,NA,NA
"1423","2011","POAL8",0,"alpine pondweed","pondweed, alpine","Potamogetonaceae","Potamogeton alpinus Balbis","S"
"1424","2011","POAM5",0,"largeleaf pondweed","pondweed, largeleaf","Potamogetonaceae","Potamogeton amplifolius Tuck.","S"
"1425","2011","POAM8",0,"water knotweed","knotweed, water","Polygonaceae","Polygonum amphibium L.","E"
"1426","2011","POAMS",0,"water smartweed","smartweed, water","Polygonaceae","Polygonum amphibium L. var stipulaceum Coleman","E"
"1427","2011","POCO14",0.22,"pickerelweed","pickerelweed","Pontederiaceae","Pontederia cordata L.","E"
"1428","2011","POCR3",34.67,"curly pondweed","pondweed, curly","Potamogetonaceae","Potamogeton crispus L.","S"
"1429","2011","POFO3",0,"leafy pondweed","pondweed, leafy","Potamogetonaceae","Potamogeton foliosus Raf.","S"
"1430","2011","POLA4",0,"curlytop knotweed","knotweed, curlytop","Polygonaceae","Polygonum lapathifolium L.","E"
"1431","2011","PONO2",0.67,"longleaf pondweed","pondweed, longleaf","Potamogetonaceae","Potamogeton nodosus Poir.","S"
"1432","2011","POPE2",0,"Pennsylvania smartweed","smartweed, Pennsylvania","Polygonaceae","Polygonum pensylvanicum L.","E"
"1433","2011","POPE3",0,"spotted ladysthumb","ladysthumb, spotted","Polygonaceae","Polygonum persicaria","E"
"1434","2011","POPE6",20,"sago pondweed","pondweed, sago","Potamogetonaceae","Stuckenia pectinatus (L.) Boerner","S"
"1435","2011","POPU5",0,"dotted smartweed","smartweed, dotted","Polygonaceae","Polygonum punctatum Ell.","E"
"1436","2011","PORI2",0.44,"Richardson's pondweed","pondweed, Richardson's","Potamogetonaceae","Potamogeton richardsonii (Benn.) Rydb.","S"
"1437","2011","POZO",20,"flatstem pondweed","pondweed, flatstem","Potamogetonaceae","Potamogeton zosteriformis Fern.","S"
"1438","2011","RA?NU",0,NA,NA,NA,NA,NA
"1439","2011","RALO2",1.11,"longbeak buttercup","buttercup, longbeak","Ranunculaceae","Ranunculus longirostris Godr.","S"
"1440","2011","RIFL4",0,"slender liverwort","liverwort, slender","Riccaceae","Riccia fluitans L.","N"
"1441","2011","RO?BI",0,"locust","locust","Fabaceae","Robina spp.","E"
"1442","2011","RONA2",0,"watercress","watercress","Brassicaceae","Rorippa nasturtium-aquaticum (L.) Hayek","E"
"1443","2011","RUOR2",0,"greater water dock","water dock, greater","Polygonaceae","Rumex orbiculatus Gray","E"
"1444","2011","SA?GI",0.67,NA,NA,NA,NA,NA
"1445","2011","SA?LI",0,NA,NA,NA,NA,NA
"1446","2011","SAEX",0,"sandbar willow","willow, sandbar","Salicaceae","Salix exigua Nutt.","E"
"1447","2011","SAIN3",0,NA,NA,NA,NA,NA
"1448","2011","SALA2",4.44,"broadleaf arrowhead","arrowhead, broadleaf","Alismataceae","Sagittaria latifolia Willd.","E"
"1449","2011","SALIX",0,NA,NA,NA,NA,NA
"1450","2011","SANI",0,"black willow","willow, black","Salicaceae","Salix nigra Marsh.","E"
"1451","2011","SARI",5.11,"stiff arrowhead","arrowhead, stiff","Alismataceae","Sagittaria rigida Pursh.","E"
"1452","2011","SCFL",0.89,"river bulrush","bulrush, river","Cyperaceae","Schoenoplectus fluviatilis (Torr.) M.T. Strong","E"
"1453","2011","SCVA",0.22,"softstem bulrush","bulrush, softstem","Cyperaceae","Schoenoplectus tabernaemontani (K.C. Gmel.) Palla","E"
"1454","2011","SP?AR",0,"burreed","burreed","Sparganiaceae","Sparganium spp","E"
"1455","2011","SPEU",1.78,"giant burreed","burreed, giant","Sparganiaceae","Sparganium eurycarpum Engelm. ex Gray","E"
"1456","2011","SPPO",0,"big duckweed","duckweed, big","Lemnaceae","Spirodela polyrrhiza (L.) Schleid.","N"
"1457","2011","ST?AC",0,"hedge nettle","nettle, hedge","Lamiaceae","Stachys spp.","E"
"1458","2011","ST?UC",0,"pondweed","pondweed","Potamogetonaceae","Stuckenia spp.","S"
"1459","2011","TYAN",0.44,"narrowleaf cattail","cattail, narrowleaf","Typhaceae","Typha angustifolia L.","E"
"1460","2011","TYLA",0,"common cattail","cattail, common","Typhaceae","Typha latifolia L.","E"
"1461","2011","UNK1",0,NA,NA,NA,NA,NA
"1462","2011","UNKN01",0,NA,NA,NA,NA,NA
"1463","2011","URDI",0,"stinging nettle","nettle, stinging","Urticaceae","Urtica dioica L.","E"
"1464","2011","UTMA",1.11,"common bladderwort","bladderwort, common","Lentibulariaceae","Utricularia macrorhiza Le Conte","S"
"1465","2011","VAAM3",32,"wildcelery","wildcelery","Hydrocharitaceae","Vallisneria americana Michx.","S"
"1466","2011","WOCO",0,"Columbian watermeal","watermeal, Columbian","Lemnaceae","Wolffia columbiana Karst.","N"
"1467","2011","XAST",0,"rough cocklebur","cocklebur, rough","Asteraceae","Xanthium strumarium L.","E"
"1468","2011","ZAPA",0.67,"horned pondweed","pondweed, horned","Zannichelliaceae","Zannichellia palustris L.","S"
"1469","2011","ZI?ZA",4.89,"wild rice","rice, wild","Poaceae","Zizania spp.","E"
"1470","2011","ZODU",28.89,"water stargrass","stargrass, water","Pontederiaceae","Heteranthera dubia (Jacq.) MacM.","S"
"1471","2012","ACSA2",0,"silver maple","maple, silver","Aceraceae","Acer saccharinum L.","E"
"1472","2012","ALGA",24.44,"filamentous algae","algae, filamentous","","Filamentous algae","A"
"1473","2012","ALSU",0,"American water plantain","water plantain, American","Alismataceae","Alisma subcordatum","E"
"1474","2012","AM?AR",0,NA,NA,NA,NA,NA
"1475","2012","ASCLE",0,"milkweed","milkweed","Ascleepiadaceae","Asclepias spp.","E"
"1476","2012","ASIN",0,"swamp milkweed","milkweed, swamp","Asclepiadaceae","Asclepias incarnata L.","E"
"1477","2012","AZCA",0,"Carolina mosquitofern","mosquitofern, Carolina","Azollaceae","Azolla caroliniana Willd.","N"
"1478","2012","AZME",0,"Mexican mosquitofern","mosquitofern, Mexican","Azollaceae","Azolla mexicana Schlect. & Cham. ex K. Presl","N"
"1479","2012","BI?DE",0,NA,NA,NA,NA,NA
"1480","2012","buum",0,NA,NA,NA,NA,NA
"1481","2012","BUUM",0,"flowering rush","rush, flowering","Butomaceae","Butomus umbellatus L.","E"
"1482","2012","CA?RE",0,NA,NA,NA,NA,NA
"1483","2012","CEDE4",43.78,"coontail","coontail","Ceratophyllaceae","Ceratophyllum demersum L.","S"
"1484","2012","CEOC",0,"common hackberry","hackberry, common","Ulmaceae","Celtis occidentalis L.","E"
"1485","2012","CEOC2",0,"common buttonbush","buttonbush, common","Rubiaceae","Cephalanthus occidentalis L.","E"
"1486","2012","CH?AR",4,"chara","chara","Characeae","Chara spp.","S"
"1487","2012","CIBU",0,"bulblet-bearing water hemlock","hemlock, bulblet-bearing water","","Cicuta bulbifera","E"
"1488","2012","CY?PE",0,NA,NA,NA,NA,NA
"1489","2012","CYER2",0,"redroot flatsedge","flatsedge, redroot","Cyperaceae","Cyperus erythrorhizos Muhl.","E"
"1490","2012","CYST",0,"straw-colored flatsedge","flatsedge, straw-colored","Cyperaceae","Cyperus strigosus L.","E"
"1491","2012","DR?EP",0,NA,NA,NA,NA,NA
"1492","2012","EL?EO",0,NA,NA,NA,NA,NA
"1493","2012","ELAC",0,"needle spikerush","spikerush, needle","Cyperaceae","Eleocharis acicularis","E"
"1494","2012","ELCA7",42.89,"Canadian waterweed","waterweed, Canadian","Hydrocharitaceae","Elodea canadensis Michx.","S"
"1495","2012","ELNU2",0,NA,NA,NA,NA,NA
"1496","2012","ELPA3",0,"common spikerush","spikerush, common","Cyperaceae","Eleocharis palustris (L.) Roemer & J.A. Schultes","E"
"1497","2012","EQ?UI",0,NA,NA,NA,NA,NA
"1498","2012","IM?PA",0,"touch-me-not","touch-me-not","Balsaminaceae","Impatiens spp.","E"
"1499","2012","IRVE2",0,NA,NA,NA,NA,NA
"1500","2012","LACA3",0,"Canadian woodnettle","woodnettle, Canadian","","Laportea canadensis (L.) Weddell","E"
"1501","2012","LEMI3",0,"small duckweed","duckweed, small","Lemnaceae","Lemna minor L.","N"
"1502","2012","LEOR",0,"rice cutgrass","cutgrass, rice","Poaceae","Leersia oryzoides(L.) Sw.","E"
"1503","2012","LETR",0,"star duckweed","duckweed, star","Lemnaceae","Lemna trisulca L.","N"
"1504","2012","LEVI2",0,"whitegrass","whitegrass","Poaceae","Leersia virginica","E"
"1505","2012","LYSA2",0,"purple loosestrife","loosestrife, purple","Lythraceae","Lythrum salicaria L.","E"
"1506","2012","MYSI",0.22,"northern watermilfoil","watermilfoil, northern","Haloragaceae","Myriophyllum sibiricum Komarov","S"
"1507","2012","MYSP2",10.67,"Eurasian watermilfoil","watermilfoil, Eurasian","Haloragaceae","Myriophyllum spicatum L.","S"
"1508","2012","NAFL",4.67,"nodding waternymph","waternymph, nodding","Najadaceae","Najas flexilis (Willd.) Rostk. & Schmidt","S"
"1509","2012","NAGU",0,"southern waternymph","waternymph, southern","Najadaceae","Najas guadalupensis (Spreng.) Magnus","S"
"1510","2012","NAMI",0,"brittle waternymph","waternymph, brittle","Najadaceae","Najas minor All.","S"
"1511","2012","NELU",2.67,"American lotus","lotus, American","Nelumbonaceae","Nelumbo lutea Willd.","F"
"1512","2012","NI?TE",0,"nitella","nitella","Characeae","Nitella spp.","S"
"1513","2012","NLPW",27.11,"leafy/small pondweed","pondweed, leafy/small","Potamogetonaceae","Potamogeton foliosus Raf./pusillus L.","S"
"1514","2012","NOAQVG",40.89,NA,NA,NA,NA,NA
"1515","2012","NORAKE",0,NA,NA,NA,NA,NA
"1516","2012","NOSAV",0,NA,NA,NA,NA,NA
"1517","2012","NOSMPL",0,NA,NA,NA,NA,NA
"1518","2012","NOTSP",0,NA,NA,NA,NA,NA
"1519","2012","NULU",1.33,"yellow pond lily","pondlily, yellow","Nymphaeaceae","Nuphar variegata Dur.","F"
"1520","2012","NYTU",12.22,"white waterlily","waterlily, white","Nymphaeaceae","Nymphaea odorata Ait. spp  tuberosa (Paine) Wiersma & Hellquist","F"
"1521","2012","PE?RS",0,NA,NA,NA,NA,NA
"1522","2012","PHAR3",2.22,"reed canarygrass","canarygrass, reed","Poaceae","Phalaris aruninaceae L.","E"
"1523","2012","PHAU7",0,"common reed","reed, common","Poaceae","Phragmites australis (Cav.) Trin. ex Steud.","E"
"1524","2012","PHAUA6",0,NA,NA,NA,NA,NA
"1525","2012","PHAUA7",0,NA,NA,NA,NA,NA
"1526","2012","PIPU2",0,"Canadian clearweed","clearweed, Canadian","","Pilea pumila (L.) Gray","E"
"1527","2012","PO?LY",0,NA,NA,NA,NA,NA
"1528","2012","POAL8",0,"alpine pondweed","pondweed, alpine","Potamogetonaceae","Potamogeton alpinus Balbis","S"
"1529","2012","POAM5",0,"largeleaf pondweed","pondweed, largeleaf","Potamogetonaceae","Potamogeton amplifolius Tuck.","S"
"1530","2012","POAM8",0,"water knotweed","knotweed, water","Polygonaceae","Polygonum amphibium L.","E"
"1531","2012","POAMS",0,"water smartweed","smartweed, water","Polygonaceae","Polygonum amphibium L. var stipulaceum Coleman","E"
"1532","2012","POCO14",0.44,"pickerelweed","pickerelweed","Pontederiaceae","Pontederia cordata L.","E"
"1533","2012","POCR3",15.56,"curly pondweed","pondweed, curly","Potamogetonaceae","Potamogeton crispus L.","S"
"1534","2012","POFO3",0,"leafy pondweed","pondweed, leafy","Potamogetonaceae","Potamogeton foliosus Raf.","S"
"1535","2012","POLA4",0,"curlytop knotweed","knotweed, curlytop","Polygonaceae","Polygonum lapathifolium L.","E"
"1536","2012","PONO2",4,"longleaf pondweed","pondweed, longleaf","Potamogetonaceae","Potamogeton nodosus Poir.","S"
"1537","2012","POPE2",0,"Pennsylvania smartweed","smartweed, Pennsylvania","Polygonaceae","Polygonum pensylvanicum L.","E"
"1538","2012","POPE3",0,"spotted ladysthumb","ladysthumb, spotted","Polygonaceae","Polygonum persicaria","E"
"1539","2012","POPE6",6.44,"sago pondweed","pondweed, sago","Potamogetonaceae","Stuckenia pectinatus (L.) Boerner","S"
"1540","2012","POPU5",0,"dotted smartweed","smartweed, dotted","Polygonaceae","Polygonum punctatum Ell.","E"
"1541","2012","PORI2",0.89,"Richardson's pondweed","pondweed, Richardson's","Potamogetonaceae","Potamogeton richardsonii (Benn.) Rydb.","S"
"1542","2012","POZO",15.78,"flatstem pondweed","pondweed, flatstem","Potamogetonaceae","Potamogeton zosteriformis Fern.","S"
"1543","2012","RA?NU",0,NA,NA,NA,NA,NA
"1544","2012","RALO2",2.22,"longbeak buttercup","buttercup, longbeak","Ranunculaceae","Ranunculus longirostris Godr.","S"
"1545","2012","RIFL4",0,"slender liverwort","liverwort, slender","Riccaceae","Riccia fluitans L.","N"
"1546","2012","RO?BI",0,"locust","locust","Fabaceae","Robina spp.","E"
"1547","2012","RONA2",0,"watercress","watercress","Brassicaceae","Rorippa nasturtium-aquaticum (L.) Hayek","E"
"1548","2012","RUOR2",0,"greater water dock","water dock, greater","Polygonaceae","Rumex orbiculatus Gray","E"
"1549","2012","SA?GI",0,NA,NA,NA,NA,NA
"1550","2012","SA?LI",0,NA,NA,NA,NA,NA
"1551","2012","SAEX",0,"sandbar willow","willow, sandbar","Salicaceae","Salix exigua Nutt.","E"
"1552","2012","SAIN3",0,NA,NA,NA,NA,NA
"1553","2012","SALA2",2.89,"broadleaf arrowhead","arrowhead, broadleaf","Alismataceae","Sagittaria latifolia Willd.","E"
"1554","2012","SALIX",0,NA,NA,NA,NA,NA
"1555","2012","SANI",0,"black willow","willow, black","Salicaceae","Salix nigra Marsh.","E"
"1556","2012","SARI",4.89,"stiff arrowhead","arrowhead, stiff","Alismataceae","Sagittaria rigida Pursh.","E"
"1557","2012","SCFL",1.11,"river bulrush","bulrush, river","Cyperaceae","Schoenoplectus fluviatilis (Torr.) M.T. Strong","E"
"1558","2012","SCVA",0.22,"softstem bulrush","bulrush, softstem","Cyperaceae","Schoenoplectus tabernaemontani (K.C. Gmel.) Palla","E"
"1559","2012","SP?AR",0,"burreed","burreed","Sparganiaceae","Sparganium spp","E"
"1560","2012","SPEU",2.44,"giant burreed","burreed, giant","Sparganiaceae","Sparganium eurycarpum Engelm. ex Gray","E"
"1561","2012","SPPO",0,"big duckweed","duckweed, big","Lemnaceae","Spirodela polyrrhiza (L.) Schleid.","N"
"1562","2012","ST?AC",0,"hedge nettle","nettle, hedge","Lamiaceae","Stachys spp.","E"
"1563","2012","ST?UC",0,"pondweed","pondweed","Potamogetonaceae","Stuckenia spp.","S"
"1564","2012","TYAN",0.22,"narrowleaf cattail","cattail, narrowleaf","Typhaceae","Typha angustifolia L.","E"
"1565","2012","TYLA",0,"common cattail","cattail, common","Typhaceae","Typha latifolia L.","E"
"1566","2012","UNK1",0,NA,NA,NA,NA,NA
"1567","2012","UNKN01",0,NA,NA,NA,NA,NA
"1568","2012","URDI",0,"stinging nettle","nettle, stinging","Urticaceae","Urtica dioica L.","E"
"1569","2012","UTMA",2,"common bladderwort","bladderwort, common","Lentibulariaceae","Utricularia macrorhiza Le Conte","S"
"1570","2012","VAAM3",36.67,"wildcelery","wildcelery","Hydrocharitaceae","Vallisneria americana Michx.","S"
"1571","2012","WOCO",0,"Columbian watermeal","watermeal, Columbian","Lemnaceae","Wolffia columbiana Karst.","N"
"1572","2012","XAST",0,"rough cocklebur","cocklebur, rough","Asteraceae","Xanthium strumarium L.","E"
"1573","2012","ZAPA",1.11,"horned pondweed","pondweed, horned","Zannichelliaceae","Zannichellia palustris L.","S"
"1574","2012","ZI?ZA",5.11,"wild rice","rice, wild","Poaceae","Zizania spp.","E"
"1575","2012","ZODU",37.56,"water stargrass","stargrass, water","Pontederiaceae","Heteranthera dubia (Jacq.) MacM.","S"
"1576","2013","ACSA2",0,"silver maple","maple, silver","Aceraceae","Acer saccharinum L.","E"
"1577","2013","ALGA",14.89,"filamentous algae","algae, filamentous","","Filamentous algae","A"
"1578","2013","ALSU",0,"American water plantain","water plantain, American","Alismataceae","Alisma subcordatum","E"
"1579","2013","AM?AR",0,NA,NA,NA,NA,NA
"1580","2013","ASCLE",0,"milkweed","milkweed","Ascleepiadaceae","Asclepias spp.","E"
"1581","2013","ASIN",0,"swamp milkweed","milkweed, swamp","Asclepiadaceae","Asclepias incarnata L.","E"
"1582","2013","AZCA",0,"Carolina mosquitofern","mosquitofern, Carolina","Azollaceae","Azolla caroliniana Willd.","N"
"1583","2013","AZME",0,"Mexican mosquitofern","mosquitofern, Mexican","Azollaceae","Azolla mexicana Schlect. & Cham. ex K. Presl","N"
"1584","2013","BI?DE",0,NA,NA,NA,NA,NA
"1585","2013","buum",0,NA,NA,NA,NA,NA
"1586","2013","BUUM",0,"flowering rush","rush, flowering","Butomaceae","Butomus umbellatus L.","E"
"1587","2013","CA?RE",0,NA,NA,NA,NA,NA
"1588","2013","CEDE4",36,"coontail","coontail","Ceratophyllaceae","Ceratophyllum demersum L.","S"
"1589","2013","CEOC",0,"common hackberry","hackberry, common","Ulmaceae","Celtis occidentalis L.","E"
"1590","2013","CEOC2",0,"common buttonbush","buttonbush, common","Rubiaceae","Cephalanthus occidentalis L.","E"
"1591","2013","CH?AR",0.44,"chara","chara","Characeae","Chara spp.","S"
"1592","2013","CIBU",0,"bulblet-bearing water hemlock","hemlock, bulblet-bearing water","","Cicuta bulbifera","E"
"1593","2013","CY?PE",0,NA,NA,NA,NA,NA
"1594","2013","CYER2",0,"redroot flatsedge","flatsedge, redroot","Cyperaceae","Cyperus erythrorhizos Muhl.","E"
"1595","2013","CYST",0,"straw-colored flatsedge","flatsedge, straw-colored","Cyperaceae","Cyperus strigosus L.","E"
"1596","2013","DR?EP",0,NA,NA,NA,NA,NA
"1597","2013","EL?EO",0,NA,NA,NA,NA,NA
"1598","2013","ELAC",0,"needle spikerush","spikerush, needle","Cyperaceae","Eleocharis acicularis","E"
"1599","2013","ELCA7",37.11,"Canadian waterweed","waterweed, Canadian","Hydrocharitaceae","Elodea canadensis Michx.","S"
"1600","2013","ELNU2",0,NA,NA,NA,NA,NA
"1601","2013","ELPA3",0,"common spikerush","spikerush, common","Cyperaceae","Eleocharis palustris (L.) Roemer & J.A. Schultes","E"
"1602","2013","EQ?UI",0,NA,NA,NA,NA,NA
"1603","2013","IM?PA",0,"touch-me-not","touch-me-not","Balsaminaceae","Impatiens spp.","E"
"1604","2013","IRVE2",0,NA,NA,NA,NA,NA
"1605","2013","LACA3",0,"Canadian woodnettle","woodnettle, Canadian","","Laportea canadensis (L.) Weddell","E"
"1606","2013","LEMI3",0,"small duckweed","duckweed, small","Lemnaceae","Lemna minor L.","N"
"1607","2013","LEOR",0,"rice cutgrass","cutgrass, rice","Poaceae","Leersia oryzoides(L.) Sw.","E"
"1608","2013","LETR",0,"star duckweed","duckweed, star","Lemnaceae","Lemna trisulca L.","N"
"1609","2013","LEVI2",0,"whitegrass","whitegrass","Poaceae","Leersia virginica","E"
"1610","2013","LYSA2",0,"purple loosestrife","loosestrife, purple","Lythraceae","Lythrum salicaria L.","E"
"1611","2013","MYSI",0.44,"northern watermilfoil","watermilfoil, northern","Haloragaceae","Myriophyllum sibiricum Komarov","S"
"1612","2013","MYSP2",9.78,"Eurasian watermilfoil","watermilfoil, Eurasian","Haloragaceae","Myriophyllum spicatum L.","S"
"1613","2013","NAFL",2,"nodding waternymph","waternymph, nodding","Najadaceae","Najas flexilis (Willd.) Rostk. & Schmidt","S"
"1614","2013","NAGU",0,"southern waternymph","waternymph, southern","Najadaceae","Najas guadalupensis (Spreng.) Magnus","S"
"1615","2013","NAMI",0,"brittle waternymph","waternymph, brittle","Najadaceae","Najas minor All.","S"
"1616","2013","NELU",3.33,"American lotus","lotus, American","Nelumbonaceae","Nelumbo lutea Willd.","F"
"1617","2013","NI?TE",0,"nitella","nitella","Characeae","Nitella spp.","S"
"1618","2013","NLPW",32.44,"leafy/small pondweed","pondweed, leafy/small","Potamogetonaceae","Potamogeton foliosus Raf./pusillus L.","S"
"1619","2013","NOAQVG",47.56,NA,NA,NA,NA,NA
"1620","2013","NORAKE",0,NA,NA,NA,NA,NA
"1621","2013","NOSAV",0,NA,NA,NA,NA,NA
"1622","2013","NOSMPL",0,NA,NA,NA,NA,NA
"1623","2013","NOTSP",0,NA,NA,NA,NA,NA
"1624","2013","NULU",0.67,"yellow pond lily","pondlily, yellow","Nymphaeaceae","Nuphar variegata Dur.","F"
"1625","2013","NYTU",11.78,"white waterlily","waterlily, white","Nymphaeaceae","Nymphaea odorata Ait. spp  tuberosa (Paine) Wiersma & Hellquist","F"
"1626","2013","PE?RS",0,NA,NA,NA,NA,NA
"1627","2013","PHAR3",3.56,"reed canarygrass","canarygrass, reed","Poaceae","Phalaris aruninaceae L.","E"
"1628","2013","PHAU7",0.22,"common reed","reed, common","Poaceae","Phragmites australis (Cav.) Trin. ex Steud.","E"
